"timestamp","host_id","property_name","new_value"
50400,"AS0","carbon_intensity","Mix:294.51"
50400,"AS0","water_intensity","Mix:1.94"
51300,"AS0","carbon_intensity","Mix:297.35"
51300,"AS0","water_intensity","Mix:2.02"
52200,"AS0","carbon_intensity","Mix:301.00"
52200,"AS0","water_intensity","Mix:2.09"
53100,"AS0","carbon_intensity","Mix:304.87"
53100,"AS0","water_intensity","Mix:2.19"
54000,"AS0","carbon_intensity","Mix:307.67"
54000,"AS0","water_intensity","Mix:2.31"
54900,"AS0","carbon_intensity","Mix:311.24"
54900,"AS0","water_intensity","Mix:2.36"
55800,"AS0","carbon_intensity","Mix:310.87"
55800,"AS0","water_intensity","Mix:2.61"
56700,"AS0","carbon_intensity","Mix:311.31"
56700,"AS0","water_intensity","Mix:2.77"
57600,"AS0","carbon_intensity","Mix:319.94"
57600,"AS0","water_intensity","Mix:2.48"
58500,"AS0","carbon_intensity","Mix:312.11"
58500,"AS0","water_intensity","Mix:2.86"
59400,"AS0","carbon_intensity","Mix:306.59"
59400,"AS0","water_intensity","Mix:3.14"
60300,"AS0","carbon_intensity","Mix:305.63"
60300,"AS0","water_intensity","Mix:3.10"
61200,"AS0","carbon_intensity","Mix:303.68"
61200,"AS0","water_intensity","Mix:3.19"
62100,"AS0","carbon_intensity","Mix:301.56"
62100,"AS0","water_intensity","Mix:3.22"
63000,"AS0","carbon_intensity","Mix:300.85"
63000,"AS0","water_intensity","Mix:3.18"
63900,"AS0","carbon_intensity","Mix:299.34"
63900,"AS0","water_intensity","Mix:3.23"
64800,"AS0","carbon_intensity","Mix:300.65"
64800,"AS0","water_intensity","Mix:3.15"
65700,"AS0","carbon_intensity","Mix:301.37"
65700,"AS0","water_intensity","Mix:3.10"
66600,"AS0","carbon_intensity","Mix:300.84"
66600,"AS0","water_intensity","Mix:3.11"
67500,"AS0","carbon_intensity","Mix:301.11"
67500,"AS0","water_intensity","Mix:3.10"
68400,"AS0","carbon_intensity","Mix:303.21"
68400,"AS0","water_intensity","Mix:2.98"
69300,"AS0","carbon_intensity","Mix:306.92"
69300,"AS0","water_intensity","Mix:2.79"
70200,"AS0","carbon_intensity","Mix:308.80"
70200,"AS0","water_intensity","Mix:2.75"
71100,"AS0","carbon_intensity","Mix:308.80"
71100,"AS0","water_intensity","Mix:2.66"
72000,"AS0","carbon_intensity","Mix:311.10"
72000,"AS0","water_intensity","Mix:2.35"
72900,"AS0","carbon_intensity","Mix:312.39"
72900,"AS0","water_intensity","Mix:2.26"
73800,"AS0","carbon_intensity","Mix:314.04"
73800,"AS0","water_intensity","Mix:2.17"
74700,"AS0","carbon_intensity","Mix:315.99"
74700,"AS0","water_intensity","Mix:2.12"
75600,"AS0","carbon_intensity","Mix:317.32"
75600,"AS0","water_intensity","Mix:2.18"
76500,"AS0","carbon_intensity","Mix:321.49"
76500,"AS0","water_intensity","Mix:1.98"
77400,"AS0","carbon_intensity","Mix:325.58"
77400,"AS0","water_intensity","Mix:1.81"
78300,"AS0","carbon_intensity","Mix:327.26"
78300,"AS0","water_intensity","Mix:1.77"
79200,"AS0","carbon_intensity","Mix:328.98"
79200,"AS0","water_intensity","Mix:1.82"
80100,"AS0","carbon_intensity","Mix:330.88"
80100,"AS0","water_intensity","Mix:1.80"
81000,"AS0","carbon_intensity","Mix:332.39"
81000,"AS0","water_intensity","Mix:1.87"
81900,"AS0","carbon_intensity","Mix:336.14"
81900,"AS0","water_intensity","Mix:1.84"
82800,"AS0","carbon_intensity","Mix:338.45"
82800,"AS0","water_intensity","Mix:1.82"
83700,"AS0","carbon_intensity","Mix:338.84"
83700,"AS0","water_intensity","Mix:1.89"
84600,"AS0","carbon_intensity","Mix:338.10"
84600,"AS0","water_intensity","Mix:2.08"
85500,"AS0","carbon_intensity","Mix:336.94"
85500,"AS0","water_intensity","Mix:2.22"
86400,"AS0","carbon_intensity","Mix:334.59"
86400,"AS0","water_intensity","Mix:2.32"
87300,"AS0","carbon_intensity","Mix:334.47"
87300,"AS0","water_intensity","Mix:2.34"
88200,"AS0","carbon_intensity","Mix:330.35"
88200,"AS0","water_intensity","Mix:2.62"
89100,"AS0","carbon_intensity","Mix:329.70"
89100,"AS0","water_intensity","Mix:2.71"
90000,"AS0","carbon_intensity","Mix:333.44"
90000,"AS0","water_intensity","Mix:2.59"
90900,"AS0","carbon_intensity","Mix:331.02"
90900,"AS0","water_intensity","Mix:2.80"
91800,"AS0","carbon_intensity","Mix:330.40"
91800,"AS0","water_intensity","Mix:2.93"
92700,"AS0","carbon_intensity","Mix:331.23"
92700,"AS0","water_intensity","Mix:2.98"
93600,"AS0","carbon_intensity","Mix:331.25"
93600,"AS0","water_intensity","Mix:3.09"
94500,"AS0","carbon_intensity","Mix:332.77"
94500,"AS0","water_intensity","Mix:3.13"
95400,"AS0","carbon_intensity","Mix:332.94"
95400,"AS0","water_intensity","Mix:3.23"
96300,"AS0","carbon_intensity","Mix:334.22"
96300,"AS0","water_intensity","Mix:3.26"
97200,"AS0","carbon_intensity","Mix:340.84"
97200,"AS0","water_intensity","Mix:2.95"
98100,"AS0","carbon_intensity","Mix:335.62"
98100,"AS0","water_intensity","Mix:3.28"
99000,"AS0","carbon_intensity","Mix:336.44"
99000,"AS0","water_intensity","Mix:3.29"
99900,"AS0","carbon_intensity","Mix:338.03"
99900,"AS0","water_intensity","Mix:3.28"
100800,"AS0","carbon_intensity","Mix:340.74"
100800,"AS0","water_intensity","Mix:3.24"
101700,"AS0","carbon_intensity","Mix:341.54"
101700,"AS0","water_intensity","Mix:3.23"
102600,"AS0","carbon_intensity","Mix:341.13"
102600,"AS0","water_intensity","Mix:3.29"
103500,"AS0","carbon_intensity","Mix:342.87"
103500,"AS0","water_intensity","Mix:3.26"
104400,"AS0","carbon_intensity","Mix:341.06"
104400,"AS0","water_intensity","Mix:3.24"
105300,"AS0","carbon_intensity","Mix:341.26"
105300,"AS0","water_intensity","Mix:3.21"
106200,"AS0","carbon_intensity","Mix:347.52"
106200,"AS0","water_intensity","Mix:3.02"
107100,"AS0","carbon_intensity","Mix:351.68"
107100,"AS0","water_intensity","Mix:2.90"
108000,"AS0","carbon_intensity","Mix:355.57"
108000,"AS0","water_intensity","Mix:2.68"
108900,"AS0","carbon_intensity","Mix:358.53"
108900,"AS0","water_intensity","Mix:2.48"
109800,"AS0","carbon_intensity","Mix:363.23"
109800,"AS0","water_intensity","Mix:2.11"
110700,"AS0","carbon_intensity","Mix:359.36"
110700,"AS0","water_intensity","Mix:2.35"
111600,"AS0","carbon_intensity","Mix:365.06"
111600,"AS0","water_intensity","Mix:2.00"
112500,"AS0","carbon_intensity","Mix:360.06"
112500,"AS0","water_intensity","Mix:2.24"
113400,"AS0","carbon_intensity","Mix:356.39"
113400,"AS0","water_intensity","Mix:2.39"
114300,"AS0","carbon_intensity","Mix:359.29"
114300,"AS0","water_intensity","Mix:2.30"
115200,"AS0","carbon_intensity","Mix:352.12"
115200,"AS0","water_intensity","Mix:2.76"
116100,"AS0","carbon_intensity","Mix:347.95"
116100,"AS0","water_intensity","Mix:2.91"
117000,"AS0","carbon_intensity","Mix:341.75"
117000,"AS0","water_intensity","Mix:3.07"
117900,"AS0","carbon_intensity","Mix:338.75"
117900,"AS0","water_intensity","Mix:3.13"
118800,"AS0","carbon_intensity","Mix:331.86"
118800,"AS0","water_intensity","Mix:3.31"
119700,"AS0","carbon_intensity","Mix:327.18"
119700,"AS0","water_intensity","Mix:3.42"
120600,"AS0","carbon_intensity","Mix:324.24"
120600,"AS0","water_intensity","Mix:3.41"
121500,"AS0","carbon_intensity","Mix:321.06"
121500,"AS0","water_intensity","Mix:3.33"
122400,"AS0","carbon_intensity","Mix:318.33"
122400,"AS0","water_intensity","Mix:3.23"
123300,"AS0","carbon_intensity","Mix:317.86"
123300,"AS0","water_intensity","Mix:3.05"
124200,"AS0","carbon_intensity","Mix:317.72"
124200,"AS0","water_intensity","Mix:2.85"
125100,"AS0","carbon_intensity","Mix:312.52"
125100,"AS0","water_intensity","Mix:2.82"
126000,"AS0","carbon_intensity","Mix:309.84"
126000,"AS0","water_intensity","Mix:2.76"
126900,"AS0","carbon_intensity","Mix:308.93"
126900,"AS0","water_intensity","Mix:2.68"
127800,"AS0","carbon_intensity","Mix:308.83"
127800,"AS0","water_intensity","Mix:2.78"
128700,"AS0","carbon_intensity","Mix:312.70"
128700,"AS0","water_intensity","Mix:2.46"
129600,"AS0","carbon_intensity","Mix:309.62"
129600,"AS0","water_intensity","Mix:2.55"
130500,"AS0","carbon_intensity","Mix:310.15"
130500,"AS0","water_intensity","Mix:2.40"
131400,"AS0","carbon_intensity","Mix:311.83"
131400,"AS0","water_intensity","Mix:2.13"
132300,"AS0","carbon_intensity","Mix:311.54"
132300,"AS0","water_intensity","Mix:2.13"
133200,"AS0","carbon_intensity","Mix:312.56"
133200,"AS0","water_intensity","Mix:2.14"
134100,"AS0","carbon_intensity","Mix:313.43"
134100,"AS0","water_intensity","Mix:2.08"
135000,"AS0","carbon_intensity","Mix:314.35"
135000,"AS0","water_intensity","Mix:2.12"
135900,"AS0","carbon_intensity","Mix:315.08"
135900,"AS0","water_intensity","Mix:2.08"
136800,"AS0","carbon_intensity","Mix:316.42"
136800,"AS0","water_intensity","Mix:1.99"
137700,"AS0","carbon_intensity","Mix:319.85"
137700,"AS0","water_intensity","Mix:1.92"
138600,"AS0","carbon_intensity","Mix:322.65"
138600,"AS0","water_intensity","Mix:1.93"
139500,"AS0","carbon_intensity","Mix:325.29"
139500,"AS0","water_intensity","Mix:2.01"
140400,"AS0","carbon_intensity","Mix:326.51"
140400,"AS0","water_intensity","Mix:2.00"
141300,"AS0","carbon_intensity","Mix:325.82"
141300,"AS0","water_intensity","Mix:2.07"
142200,"AS0","carbon_intensity","Mix:324.92"
142200,"AS0","water_intensity","Mix:2.17"
143100,"AS0","carbon_intensity","Mix:327.07"
143100,"AS0","water_intensity","Mix:2.21"
144000,"AS0","carbon_intensity","Mix:326.89"
144000,"AS0","water_intensity","Mix:2.33"
144900,"AS0","carbon_intensity","Mix:323.30"
144900,"AS0","water_intensity","Mix:2.45"
145800,"AS0","carbon_intensity","Mix:318.95"
145800,"AS0","water_intensity","Mix:2.56"
146700,"AS0","carbon_intensity","Mix:315.20"
146700,"AS0","water_intensity","Mix:2.67"
147600,"AS0","carbon_intensity","Mix:310.56"
147600,"AS0","water_intensity","Mix:2.80"
148500,"AS0","carbon_intensity","Mix:310.94"
148500,"AS0","water_intensity","Mix:2.67"
149400,"AS0","carbon_intensity","Mix:309.91"
149400,"AS0","water_intensity","Mix:2.70"
150300,"AS0","carbon_intensity","Mix:311.10"
150300,"AS0","water_intensity","Mix:2.79"
151200,"AS0","carbon_intensity","Mix:304.33"
151200,"AS0","water_intensity","Mix:2.94"
152100,"AS0","carbon_intensity","Mix:301.54"
152100,"AS0","water_intensity","Mix:2.70"
153000,"AS0","carbon_intensity","Mix:299.41"
153000,"AS0","water_intensity","Mix:2.50"
153900,"AS0","carbon_intensity","Mix:299.77"
153900,"AS0","water_intensity","Mix:2.30"
154800,"AS0","carbon_intensity","Mix:300.24"
154800,"AS0","water_intensity","Mix:1.99"
155700,"AS0","carbon_intensity","Mix:303.64"
155700,"AS0","water_intensity","Mix:1.56"
156600,"AS0","carbon_intensity","Mix:304.00"
156600,"AS0","water_intensity","Mix:1.57"
157500,"AS0","carbon_intensity","Mix:304.84"
157500,"AS0","water_intensity","Mix:1.54"
158400,"AS0","carbon_intensity","Mix:303.73"
158400,"AS0","water_intensity","Mix:1.46"
159300,"AS0","carbon_intensity","Mix:297.65"
159300,"AS0","water_intensity","Mix:1.57"
160200,"AS0","carbon_intensity","Mix:296.27"
160200,"AS0","water_intensity","Mix:1.59"
161100,"AS0","carbon_intensity","Mix:296.71"
161100,"AS0","water_intensity","Mix:1.60"
162000,"AS0","carbon_intensity","Mix:296.72"
162000,"AS0","water_intensity","Mix:1.46"
162900,"AS0","carbon_intensity","Mix:295.10"
162900,"AS0","water_intensity","Mix:1.49"
163800,"AS0","carbon_intensity","Mix:292.11"
163800,"AS0","water_intensity","Mix:1.59"
164700,"AS0","carbon_intensity","Mix:291.78"
164700,"AS0","water_intensity","Mix:1.59"
165600,"AS0","carbon_intensity","Mix:294.79"
165600,"AS0","water_intensity","Mix:1.46"
166500,"AS0","carbon_intensity","Mix:292.77"
166500,"AS0","water_intensity","Mix:1.51"
167400,"AS0","carbon_intensity","Mix:289.66"
167400,"AS0","water_intensity","Mix:1.50"
168300,"AS0","carbon_intensity","Mix:283.62"
168300,"AS0","water_intensity","Mix:1.60"
169200,"AS0","carbon_intensity","Mix:281.12"
169200,"AS0","water_intensity","Mix:1.68"
170100,"AS0","carbon_intensity","Mix:275.28"
170100,"AS0","water_intensity","Mix:1.77"
171000,"AS0","carbon_intensity","Mix:270.76"
171000,"AS0","water_intensity","Mix:1.88"
171900,"AS0","carbon_intensity","Mix:264.82"
171900,"AS0","water_intensity","Mix:2.09"
172800,"AS0","carbon_intensity","Mix:261.72"
172800,"AS0","water_intensity","Mix:1.83"
173700,"AS0","carbon_intensity","Mix:255.32"
173700,"AS0","water_intensity","Mix:2.06"
174600,"AS0","carbon_intensity","Mix:249.79"
174600,"AS0","water_intensity","Mix:2.32"
175500,"AS0","carbon_intensity","Mix:248.03"
175500,"AS0","water_intensity","Mix:2.37"
176400,"AS0","carbon_intensity","Mix:245.19"
176400,"AS0","water_intensity","Mix:2.38"
177300,"AS0","carbon_intensity","Mix:243.65"
177300,"AS0","water_intensity","Mix:2.39"
178200,"AS0","carbon_intensity","Mix:242.26"
178200,"AS0","water_intensity","Mix:2.47"
179100,"AS0","carbon_intensity","Mix:243.00"
179100,"AS0","water_intensity","Mix:2.42"
180000,"AS0","carbon_intensity","Mix:242.66"
180000,"AS0","water_intensity","Mix:2.37"
180900,"AS0","carbon_intensity","Mix:242.06"
180900,"AS0","water_intensity","Mix:2.37"
181800,"AS0","carbon_intensity","Mix:242.87"
181800,"AS0","water_intensity","Mix:2.33"
182700,"AS0","carbon_intensity","Mix:241.38"
182700,"AS0","water_intensity","Mix:2.36"
183600,"AS0","carbon_intensity","Mix:238.36"
183600,"AS0","water_intensity","Mix:2.45"
184500,"AS0","carbon_intensity","Mix:236.13"
184500,"AS0","water_intensity","Mix:2.45"
185400,"AS0","carbon_intensity","Mix:235.32"
185400,"AS0","water_intensity","Mix:2.39"
186300,"AS0","carbon_intensity","Mix:233.33"
186300,"AS0","water_intensity","Mix:2.42"
187200,"AS0","carbon_intensity","Mix:231.50"
187200,"AS0","water_intensity","Mix:2.37"
188100,"AS0","carbon_intensity","Mix:230.51"
188100,"AS0","water_intensity","Mix:2.35"
189000,"AS0","carbon_intensity","Mix:229.33"
189000,"AS0","water_intensity","Mix:2.34"
189900,"AS0","carbon_intensity","Mix:229.59"
189900,"AS0","water_intensity","Mix:2.34"
190800,"AS0","carbon_intensity","Mix:232.94"
190800,"AS0","water_intensity","Mix:2.30"
191700,"AS0","carbon_intensity","Mix:234.23"
191700,"AS0","water_intensity","Mix:2.28"
192600,"AS0","carbon_intensity","Mix:233.78"
192600,"AS0","water_intensity","Mix:2.23"
193500,"AS0","carbon_intensity","Mix:233.80"
193500,"AS0","water_intensity","Mix:2.10"
194400,"AS0","carbon_intensity","Mix:230.87"
194400,"AS0","water_intensity","Mix:2.11"
195300,"AS0","carbon_intensity","Mix:234.28"
195300,"AS0","water_intensity","Mix:1.82"
196200,"AS0","carbon_intensity","Mix:237.54"
196200,"AS0","water_intensity","Mix:1.55"
197100,"AS0","carbon_intensity","Mix:240.76"
197100,"AS0","water_intensity","Mix:1.36"
198000,"AS0","carbon_intensity","Mix:244.13"
198000,"AS0","water_intensity","Mix:1.34"
198900,"AS0","carbon_intensity","Mix:242.02"
198900,"AS0","water_intensity","Mix:1.38"
199800,"AS0","carbon_intensity","Mix:240.38"
199800,"AS0","water_intensity","Mix:1.34"
200700,"AS0","carbon_intensity","Mix:241.28"
200700,"AS0","water_intensity","Mix:1.33"
201600,"AS0","carbon_intensity","Mix:244.71"
201600,"AS0","water_intensity","Mix:1.28"
202500,"AS0","carbon_intensity","Mix:245.36"
202500,"AS0","water_intensity","Mix:1.32"
203400,"AS0","carbon_intensity","Mix:244.13"
203400,"AS0","water_intensity","Mix:1.35"
204300,"AS0","carbon_intensity","Mix:242.42"
204300,"AS0","water_intensity","Mix:1.41"
205200,"AS0","carbon_intensity","Mix:241.38"
205200,"AS0","water_intensity","Mix:1.45"
206100,"AS0","carbon_intensity","Mix:238.81"
206100,"AS0","water_intensity","Mix:1.32"
207000,"AS0","carbon_intensity","Mix:235.25"
207000,"AS0","water_intensity","Mix:1.36"
207900,"AS0","carbon_intensity","Mix:234.36"
207900,"AS0","water_intensity","Mix:1.23"
208800,"AS0","carbon_intensity","Mix:227.68"
208800,"AS0","water_intensity","Mix:1.52"
209700,"AS0","carbon_intensity","Mix:227.26"
209700,"AS0","water_intensity","Mix:1.25"
210600,"AS0","carbon_intensity","Mix:224.60"
210600,"AS0","water_intensity","Mix:1.14"
211500,"AS0","carbon_intensity","Mix:218.60"
211500,"AS0","water_intensity","Mix:1.15"
212400,"AS0","carbon_intensity","Mix:210.91"
212400,"AS0","water_intensity","Mix:1.14"
213300,"AS0","carbon_intensity","Mix:204.62"
213300,"AS0","water_intensity","Mix:1.11"
214200,"AS0","carbon_intensity","Mix:199.21"
214200,"AS0","water_intensity","Mix:1.11"
215100,"AS0","carbon_intensity","Mix:196.37"
215100,"AS0","water_intensity","Mix:1.15"
216000,"AS0","carbon_intensity","Mix:194.32"
216000,"AS0","water_intensity","Mix:1.18"
216900,"AS0","carbon_intensity","Mix:193.04"
216900,"AS0","water_intensity","Mix:1.15"
217800,"AS0","carbon_intensity","Mix:191.00"
217800,"AS0","water_intensity","Mix:1.16"
218700,"AS0","carbon_intensity","Mix:190.11"
218700,"AS0","water_intensity","Mix:1.11"
219600,"AS0","carbon_intensity","Mix:189.66"
219600,"AS0","water_intensity","Mix:1.10"
220500,"AS0","carbon_intensity","Mix:188.14"
220500,"AS0","water_intensity","Mix:1.17"
221400,"AS0","carbon_intensity","Mix:189.45"
221400,"AS0","water_intensity","Mix:1.19"
222300,"AS0","carbon_intensity","Mix:190.74"
222300,"AS0","water_intensity","Mix:1.21"
223200,"AS0","carbon_intensity","Mix:194.71"
223200,"AS0","water_intensity","Mix:1.22"
224100,"AS0","carbon_intensity","Mix:198.57"
224100,"AS0","water_intensity","Mix:1.16"
225000,"AS0","carbon_intensity","Mix:200.64"
225000,"AS0","water_intensity","Mix:1.14"
225900,"AS0","carbon_intensity","Mix:202.99"
225900,"AS0","water_intensity","Mix:1.15"
226800,"AS0","carbon_intensity","Mix:207.83"
226800,"AS0","water_intensity","Mix:1.06"
227700,"AS0","carbon_intensity","Mix:211.91"
227700,"AS0","water_intensity","Mix:1.02"
228600,"AS0","carbon_intensity","Mix:214.66"
228600,"AS0","water_intensity","Mix:1.07"
229500,"AS0","carbon_intensity","Mix:217.15"
229500,"AS0","water_intensity","Mix:1.10"
230400,"AS0","carbon_intensity","Mix:217.02"
230400,"AS0","water_intensity","Mix:1.14"
231300,"AS0","carbon_intensity","Mix:215.94"
231300,"AS0","water_intensity","Mix:1.08"
232200,"AS0","carbon_intensity","Mix:214.91"
232200,"AS0","water_intensity","Mix:1.16"
233100,"AS0","carbon_intensity","Mix:215.71"
233100,"AS0","water_intensity","Mix:1.17"
234000,"AS0","carbon_intensity","Mix:215.21"
234000,"AS0","water_intensity","Mix:1.20"
234900,"AS0","carbon_intensity","Mix:214.63"
234900,"AS0","water_intensity","Mix:1.31"
235800,"AS0","carbon_intensity","Mix:214.95"
235800,"AS0","water_intensity","Mix:1.40"
236700,"AS0","carbon_intensity","Mix:215.09"
236700,"AS0","water_intensity","Mix:1.43"
237600,"AS0","carbon_intensity","Mix:218.86"
237600,"AS0","water_intensity","Mix:1.42"
238500,"AS0","carbon_intensity","Mix:220.97"
238500,"AS0","water_intensity","Mix:1.37"
239400,"AS0","carbon_intensity","Mix:220.63"
239400,"AS0","water_intensity","Mix:1.35"
240300,"AS0","carbon_intensity","Mix:220.22"
240300,"AS0","water_intensity","Mix:1.38"
241200,"AS0","carbon_intensity","Mix:221.65"
241200,"AS0","water_intensity","Mix:1.33"
242100,"AS0","carbon_intensity","Mix:222.87"
242100,"AS0","water_intensity","Mix:1.19"
243000,"AS0","carbon_intensity","Mix:224.02"
243000,"AS0","water_intensity","Mix:1.10"
243900,"AS0","carbon_intensity","Mix:224.21"
243900,"AS0","water_intensity","Mix:1.12"
244800,"AS0","carbon_intensity","Mix:222.34"
244800,"AS0","water_intensity","Mix:1.38"
245700,"AS0","carbon_intensity","Mix:223.83"
245700,"AS0","water_intensity","Mix:1.14"
246600,"AS0","carbon_intensity","Mix:224.26"
246600,"AS0","water_intensity","Mix:1.16"
247500,"AS0","carbon_intensity","Mix:224.69"
247500,"AS0","water_intensity","Mix:1.12"
248400,"AS0","carbon_intensity","Mix:222.79"
248400,"AS0","water_intensity","Mix:1.10"
249300,"AS0","carbon_intensity","Mix:220.57"
249300,"AS0","water_intensity","Mix:1.11"
250200,"AS0","carbon_intensity","Mix:221.27"
250200,"AS0","water_intensity","Mix:1.13"
251100,"AS0","carbon_intensity","Mix:224.15"
251100,"AS0","water_intensity","Mix:1.14"
252000,"AS0","carbon_intensity","Mix:229.60"
252000,"AS0","water_intensity","Mix:1.20"
252900,"AS0","carbon_intensity","Mix:229.63"
252900,"AS0","water_intensity","Mix:1.33"
253800,"AS0","carbon_intensity","Mix:229.45"
253800,"AS0","water_intensity","Mix:1.34"
254700,"AS0","carbon_intensity","Mix:229.86"
254700,"AS0","water_intensity","Mix:1.33"
255600,"AS0","carbon_intensity","Mix:229.10"
255600,"AS0","water_intensity","Mix:1.46"
256500,"AS0","carbon_intensity","Mix:230.74"
256500,"AS0","water_intensity","Mix:1.42"
257400,"AS0","carbon_intensity","Mix:229.89"
257400,"AS0","water_intensity","Mix:1.60"
258300,"AS0","carbon_intensity","Mix:231.68"
258300,"AS0","water_intensity","Mix:1.62"
259200,"AS0","carbon_intensity","Mix:233.48"
259200,"AS0","water_intensity","Mix:1.75"
260100,"AS0","carbon_intensity","Mix:233.05"
260100,"AS0","water_intensity","Mix:2.04"
